Short Name,Long Name,Division,Conference,Nickname,Colors,City,State,Loadable,NCAA URL
Wis.-La Crosse,University of Wisconsin-La Crosse,Division III,Wisconsin Intercollegiate Athletic,Eagles,Maroon & Gray,La Crosse,Wisconsin,True,https://www.ncaa.com/schools/wis-la-crosse
Wis.-Oshkosh,University of Wisconsin-Oshkosh,Division III,Wisconsin Intercollegiate Athletic,Titans,"Black, Gold & White",Oshkosh,Wisconsin,True,https://www.ncaa.com/schools/wis-oshkosh
Wis.-Platteville,University of Wisconsin-Platteville,Division III,Wisconsin Intercollegiate Athletic,Pioneers,Orange & Blue,Platteville,Wisconsin,True,https://www.ncaa.com/schools/wis-platteville
Wis.-River Falls,University of Wisconsin-River Falls,Division III,Wisconsin Intercollegiate Athletic,Falcons,Red & White,River Falls,Wisconsin,True,https://www.ncaa.com/schools/wis-river-falls
Wis.-Stevens Point,Univ. of Wisconsin-Stevens Point,Division III,Wisconsin Intercollegiate Athletic,Pointers,Purple & Gold,Stevens Point,Wisconsin,True,https://www.ncaa.com/schools/wis-stevens-point
Wis.-Stout,University of Wisconsin-Stout,Division III,Wisconsin Intercollegiate Athletic,Blue Devils,Navy & White,Menomonie,Wisconsin,True,https://www.ncaa.com/schools/wis-stout
Wis.-Whitewater,University of Wisconsin-Whitewater,Division III,Wisconsin Intercollegiate Athletic,Warhawks,Purple & White,Whitewater,Wisconsin,True,https://www.ncaa.com/schools/wis-whitewater
Cal Poly Humboldt,"California State Polytechnic University, Humboldt",Unknown,CCAA,Lumberjacks,Green & Gold,Unknown,Unknown,True,https://www.ncaa.com/schools/humboldt-st
Simon Fraser,Simon Fraser University,Unknown,Great Northwest,Red Leafs,"Red, White and Blue",Unknown,Unknown,True,https://www.ncaa.com/schools/simon-fraser
Cheyney,Cheyney University of Pennsylvania,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/cheyney
Clarke,Clarke University,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/clarke
Dominican (Cal.),Dominican University of California,Unknown,NON-NCAA ORG,Penguins,"Black, Gold & Ice",Unknown,Unknown,True,https://www.ncaa.com/schools/dominican-ca
Eastern Ore.,Eastern Oregon University,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/eastern-ore
Edinboro,Edinboro University,Unknown,NON-NCAA ORG,Fighting Scots,Red & White,Unknown,Unknown,True,https://www.ncaa.com/schools/edinboro
Emmanuel (Mass.),Emmanuel College (Mass.),Unknown,NON-NCAA ORG,Saints,Royal Blue & Gold,Unknown,Unknown,True,https://www.ncaa.com/schools/emmanuel-ma
Fisk,Fisk University,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/fisk
Fort Lewis,Fort Lewis College,Unknown,NON-NCAA ORG,Skyhawks,"Navy Blue, Light Blue & Gold",Unknown,Unknown,True,https://www.ncaa.com/schools/fort-lewis
Fort Valley St.,Fort Valley State University,Unknown,NON-NCAA ORG,Wildcats,Royal Blue & Old Gold,Unknown,Unknown,True,https://www.ncaa.com/schools/fort-valley-st
Hunter,Hunter College,Unknown,NON-NCAA ORG,Hawks,"Purple, White & Gold",Unknown,Unknown,True,https://www.ncaa.com/schools/hunter
Iowa Wesleyan,Iowa Wesleyan University,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/iowa-wesleyan
La Sierra,La Sierra University,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/la-sierra
Langston,Langston University,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/langston
Livingstone,Livingstone College,Unknown,NON-NCAA ORG,Blue Bears,Columbia Blue & Black,Unknown,Unknown,True,https://www.ncaa.com/schools/livingstone
Louisiana Col.,Louisiana College,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/louisiana-col
Minn. St. Moorhead,Minnesota State Univ.-Moorhead,Unknown,NON-NCAA ORG,Dragons,Scarlet & White,Unknown,Unknown,True,https://www.ncaa.com/schools/minn-st-moorhead
Morningside,Morningside College,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/morningside
Neb.-Kearney,University of Nebraska-Kearney,Unknown,NON-NCAA ORG,"Antelopes, Lopers",Royal Blue & Light Old Gold,Unknown,Unknown,True,https://www.ncaa.com/schools/neb-kearney
Ohio Valley,Ohio Valley University,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/ohio-valley
Oklahoma Panhandle,Oklahoma Panhandle State Univ.,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/okla-panhandle
P.R.-Cayey,"University of Puerto Rico, Cayey",Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/pr-cayey
P.R.-Humacao,"University of Puerto Rico, Humacao",Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/pr-humacao
Paine,Paine College,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/paine
Presentation,Presentation College,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/presentation
Rust,Rust College,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/rust
SCAD,Savannah College of Art & Design,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/scad
SUNY Delhi,SUNY Delhi,Unknown,NON-NCAA ORG,Broncos,"Green, White & Gold",Unknown,Unknown,True,https://www.ncaa.com/schools/suny-delhi
St. Andrews,St. Andrews Presbyterian College,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/st-andrews
St. Francis (IL),University of St. Francis (Ill.),Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/st-francis-il
St. Thomas (FL),St. Thomas University,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/st-thomas-fl
Stillman,Stillman College,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/stillman
Texas Wesleyan,Texas Wesleyan University,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/texas-wesleyan
Washington Adventist,Washington Adventist University,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/washington-adventist
West Va. Tech,West Virginia Univ. Inst. of Tech.,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/west-va-tech
Western N.M.,Western New Mexico University,Unknown,NON-NCAA ORG,Mustangs,Purple & Gold,Unknown,Unknown,True,https://www.ncaa.com/schools/western-nm
Western Wash.,Western Washington University,Unknown,NON-NCAA ORG,Vikings,"Blue, Silver & White",Unknown,Unknown,True,https://www.ncaa.com/schools/western-wash
William Penn,William Penn College,Unknown,NON-NCAA ORG,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/william-penn
Winston-Salem,Winston-Salem State University,Unknown,NON-NCAA ORG,Rams,Red & White,Unknown,Unknown,True,https://www.ncaa.com/schools/winston-salem
Stephens,Stephens College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,True,https://www.ncaa.com/schools/stephens
BYU-Hawaii,BYU-Hawaii,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/byu-hawaii
Becker,Becker College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/becker
Concordia (NY),Concordia College-New York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/concordia-ny
Concordia University-Portland,Concordia University-Portland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/concordia-or
Daniel Webster,Daniel Webster College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/daniel-webster
Dowling,Dowling College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/dowling
Evergreen St.,Evergreen St.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/evergreen-st
Finlandia,Finlandia University,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/finlandia
Green Mountain,Green Mountain College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/green-mountain
Holy Names,Holy Names University,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/holy-names
Johnson & Wales (Denver),Johnson & Wales University (Denver),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/jwu-denver
LIU Post,LIU Post,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/liu-post
Lambuth,Lambuth University,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/lambuth
Lincoln Christian,Lincoln Christian College & Seminary,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/lincoln-christian
MacMurray,MacMurray College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/macmurray
McNeese St.,McNeese State University,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/mcneese-st
Md.-East. Shore,"University of Maryland, Eastern Shore",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/md-east-shore
Medaille,Medaille College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/medaille
Mills,Mills College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/mills
Morris Brown,Morris Brown College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/morris-brown
Mount Ida,Mount Ida College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/mount-ida
New Rochelle,College of New Rochelle,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/new-rochelle
New-York-City-Tech,NYC College of Technology,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/city-tech
Newbury,Newbury College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/newbury
Northeastern Ill.,Northeastern Illinois,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/northeastern-ill
Notre Dame de Namur,Notre Dame de Namur,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/notre-dame-de-namur
Nyack,Nyack College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/nyack
Oakland City,Oakland City University,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/oakland-city
Pine Manor,Pine Manor College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/pine-manor
Polytechnic (NY),Polytechnic Institute of New York University,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/polytechnic-ny
Reneau University,Reneau University,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/reneau-university
Southampton,Southampton Campus of LIU,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/southampton
Southern Vt.,Southern Vermont College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/southern-vt
Spelman,Spelman College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/spelman
St. Francis (PA),Saint Francis University,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/st-francis-pa
St. Francis Brooklyn,St. Francis College Brooklyn,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/st-francis-ny
St. Joseph's (IN),Saint Joseph's College (Ind.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/st-josephs-in
St. Paul's,St. Paul's College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/st-pauls
State University of New York at Morrisville,State University of New York at Morrisville,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/suny-morrisville
TBD,TBD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/tbd
UIW,University of the Incarnate Word,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/incarnate-word
Urbana University,Urbana University,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/urbana
Wesley,Wesley College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/wesley
Wheelock,Wheelock College,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/wheelock
William Peace,William Peace University,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,https://www.ncaa.com/schools/william-peace
