Short Name,Long Name,Division,Conference,Nickname,Colors,City,State,Loadable,NCAA URL
Fresno St.,Fresno State,Division I,Mountain West,Bulldogs,Red & Blue,Fresno,California,True,https://www.ncaa.com/schools/fresno-st
San Diego St.,San Diego State University,Division I,Mountain West,Aztecs,Scarlet & Black,San Diego,California,True,https://www.ncaa.com/schools/san-diego-st
San Jose St.,San Jose State University,Division I,Mountain West,Spartans,"Gold, White & Blue",San Jose,California,True,https://www.ncaa.com/schools/san-jose-st
Colorado St.,Colorado State University,Division I,Mountain West,Rams,Green & Gold,Fort Collins,Colorado,True,https://www.ncaa.com/schools/colorado-st
Boise St.,Boise State University,Division I,Mountain West,Broncos,Blue & Orange,Boise,Idaho,True,https://www.ncaa.com/schools/boise-st
Nevada,University of Nevada,Division I,Mountain West,Wolf Pack,Silver & Blue,Reno,Nevada,True,https://www.ncaa.com/schools/nevada
UNLV,UNLV,Division I,Mountain West,Rebels,Scarlet & Gray,Las Vegas,Nevada,True,https://www.ncaa.com/schools/unlv
New Mexico,University of New Mexico,Division I,Mountain West,Lobos,Cherry & Silver,Albuquerque,New Mexico,True,https://www.ncaa.com/schools/new-mexico
Utah St.,Utah State University,Division I,Mountain West,Aggies,"Navy Blue, White & Pewter Grey",Logan,Utah,True,https://www.ncaa.com/schools/utah-st
Wyoming,University of Wyoming,Division I,Mountain West,Cowboys,Brown & Gold,Laramie,Wyoming,True,https://www.ncaa.com/schools/wyoming
Northern Ariz.,Northern Arizona University,Division I,NON-NCAA ORG,Lumberjacks,Blue & Gold,Flagstaff,Arizona,True,https://www.ncaa.com/schools/northern-ariz
Colorado,University of Colorado,Division I,NON-NCAA ORG,Buffaloes,"Silver, Black & Gold",Boulder,Colorado,True,https://www.ncaa.com/schools/colorado
DePaul,DePaul University,Division I,NON-NCAA ORG,Blue Demons,Royal Blue & Scarlet,Chicago,Illinois,True,https://www.ncaa.com/schools/depaul
Northern Iowa,University of Northern Iowa,Division I,NON-NCAA ORG,Panthers,Purple & Old Gold,Cedar Falls,Iowa,True,https://www.ncaa.com/schools/uni
Robert Morris,Robert Morris University,Division I,NON-NCAA ORG,Colonials,Blue & White with Red,Moon Township,Pennsylvania,True,https://www.ncaa.com/schools/robert-morris
Tennessee St.,Tennessee State University,Division I,NON-NCAA ORG,Tigers,Reflex Blue & White,Nashville,Tennessee,True,https://www.ncaa.com/schools/tennessee-st
Southern Utah,Southern Utah University,Division I,NON-NCAA ORG,Thunderbirds,"Red, White & Black",Cedar City,Utah,True,https://www.ncaa.com/schools/southern-utah
Wisconsin,"University of Wisconsin, Madison",Division I,NON-NCAA ORG,Badgers,Cardinal & White,Madison,Wisconsin,True,https://www.ncaa.com/schools/wisconsin
Central Conn. St.,Central Connecticut State University,Division I,Northeast,Blue Devils,Blue & White,New Britain,Connecticut,True,https://www.ncaa.com/schools/central-conn-st
Sacred Heart,Sacred Heart University,Division I,Northeast,Pioneers,Red & White,Fairfield,Connecticut,True,https://www.ncaa.com/schools/sacred-heart
Delaware St.,Delaware State University,Division I,Northeast,Hornets,Red & Columbia Blue,Dover,Delaware,True,https://www.ncaa.com/schools/delaware-st
Coppin St.,Coppin State University,Division I,Northeast,Eagles,Blue & Gold,Baltimore,Maryland,True,https://www.ncaa.com/schools/coppin-st
Merrimack,Merrimack College,Division I,Northeast,Warriors,"Navy Blue, Gold & White",North Andover,Massachusetts,True,https://www.ncaa.com/schools/merrimack
Stonehill,Stonehill College,Division I,Northeast,Skyhawks,Purple & White,Easton,Massachusetts,True,https://www.ncaa.com/schools/stonehill
Fairleigh Dickinson,Fairleigh Dickinson University,Division I,Northeast,Knights,Burgundy & Blue,Teaneck,New Jersey,True,https://www.ncaa.com/schools/fairleigh-dickinson
Le Moyne,Le Moyne College,Division I,Northeast,Dolphins,Green & Gold,Syracuse,New York,True,https://www.ncaa.com/schools/le-moyne
Long Island,Long Island University,Division I,Northeast,Sharks,Blue and Gold,Brookville,New York,True,https://www.ncaa.com/schools/long-island
Wagner,Wagner College,Division I,Northeast,Seahawks,Green & White,Staten Island,New York,True,https://www.ncaa.com/schools/wagner
Norfolk St.,Norfolk State University,Division I,Northeast,Spartans,Green & Gold,Norfolk,Virginia,True,https://www.ncaa.com/schools/norfolk-st
Western Ill.,Western Illinois University,Division I,OVC,Leathernecks,Purple & Gold,Macomb,Illinois,True,https://www.ncaa.com/schools/western-ill
Lindenwood,Lindenwood University,Division I,OVC,Lions,Black & Gold,St. Charles,Missouri,True,https://www.ncaa.com/schools/lindenwood-mo
Little-Rock,Little Rock,Division I,Ohio Valley,Trojans,"Maroon, Silver, White",Little Rock,Arkansas,True,https://www.ncaa.com/schools/ualr
Eastern Ill.,Eastern Illinois University,Division I,Ohio Valley,Panthers,Blue & Gray,Charleston,Illinois,True,https://www.ncaa.com/schools/eastern-ill
SIUE,Southern Illinois Univ.-Edwardsville,Division I,Ohio Valley,Cougars,Red & White,Edwardsville,Illinois,True,https://www.ncaa.com/schools/siu-edwardsville
Southern Ind.,University of Southern Indiana,Division I,Ohio Valley,Screaming Eagles,"Red, White & Blue",Evansville,Indiana,True,https://www.ncaa.com/schools/southern-ind
Morehead St.,Morehead State University,Division I,Ohio Valley,Eagles,Blue & Gold,Morehead,Kentucky,True,https://www.ncaa.com/schools/morehead-st
Southeast Mo. St.,Southeast Missouri State University,Division I,Ohio Valley,Redhawks,"Red, Black & White",Cape Girardeau,Missouri,True,https://www.ncaa.com/schools/southeast-mo-st
Tenn-Martin,University of Tennessee at Martin,Division I,Ohio Valley,Skyhawks,Navy Blue and Orange,Martin,Tennessee,True,https://www.ncaa.com/schools/ut-martin
Tennessee Tech,Tennessee Technological University,Division I,Ohio Valley,Golden Eagles,Purple & Gold,Cookeville,Tennessee,True,https://www.ncaa.com/schools/tennessee-tech
California,University of California,Division I,Pac-12,Golden Bears,Blue & Gold,Berkeley,California,True,https://www.ncaa.com/schools/california
Southern California,University of Southern California,Division I,Pac-12,Trojans,Cardinal & Gold,Los Angeles,California,True,https://www.ncaa.com/schools/southern-california
Stanford,Stanford University,Division I,Pac-12,Cardinal,Cardinal & White,Stanford,California,True,https://www.ncaa.com/schools/stanford
UCLA,UCLA,Division I,Pac-12,Bruins,Blue & Gold,Los Angeles,California,True,https://www.ncaa.com/schools/ucla
Oregon,University of Oregon,Division I,Pac-12,Ducks,Green & Yellow,Eugene,Oregon,True,https://www.ncaa.com/schools/oregon
Oregon State,Oregon State University,Division I,Pac-12,Beavers,Orange & Black,Corvallis,Oregon,True,https://www.ncaa.com/schools/oregon-st
Utah,University of Utah,Division I,Pac-12,Utes,Red & White,Salt Lake City,Utah,True,https://www.ncaa.com/schools/utah
Washington,University of Washington,Division I,Pac-12,Huskies,Purple & Gold,Seattle,Washington,True,https://www.ncaa.com/schools/washington
Washington St.,Washington State University,Division I,Pac-12,Cougars,Crimson & Gray,Pullman,Washington,True,https://www.ncaa.com/schools/washington-st
Loyola Maryland,Loyola University Maryland,Division I,Patriot League,Greyhounds,Green & Grey,Baltimore,Maryland,True,https://www.ncaa.com/schools/loyola-maryland
Navy,U.S. Naval Academy,Division I,Patriot League,Midshipmen,Navy Blue & Gold,Annapolis,Maryland,True,https://www.ncaa.com/schools/navy
Boston U.,Boston University,Division I,Patriot League,Terriers,Scarlet & White,Boston,Massachusetts,True,https://www.ncaa.com/schools/boston-u
Holy Cross,College of the Holy Cross,Division I,Patriot League,Crusaders,Royal Purple,Worcester,Massachusetts,True,https://www.ncaa.com/schools/holy-cross
Colgate,Colgate University,Division I,Patriot League,Raiders,"Maroon, Gray and White",Hamilton,New York,True,https://www.ncaa.com/schools/colgate
Bucknell,Bucknell University,Division I,Patriot League,Bison,Orange & Blue,Lewisburg,Pennsylvania,True,https://www.ncaa.com/schools/bucknell
Lafayette,Lafayette College,Division I,Patriot League,Leopards,Maroon & White,Easton,Pennsylvania,True,https://www.ncaa.com/schools/lafayette
Lehigh,Lehigh University,Division I,Patriot League,Mountain Hawks,Brown & White,Bethlehem,Pennsylvania,True,https://www.ncaa.com/schools/lehigh
Auburn,Auburn University,Division I,Southeastern,Tigers,Burnt Orange & Navy Blue,Auburn,Alabama,True,https://www.ncaa.com/schools/auburn
Florida,University of Florida,Division I,Southeastern,Gators,Orange & Blue,Gainesville,Florida,True,https://www.ncaa.com/schools/florida
Georgia,University of Georgia,Division I,Southeastern,Bulldogs,Red & Black,Athens,Georgia,True,https://www.ncaa.com/schools/georgia
Kentucky,University of Kentucky,Division I,Southeastern,Wildcats,Blue & White,Lexington,Kentucky,True,https://www.ncaa.com/schools/kentucky
LSU,Louisiana State University,Division I,Southeastern,Fighting Tigers,Purple & Gold,Baton Rouge,Louisiana,True,https://www.ncaa.com/schools/lsu
Mississippi,University of Mississippi,Division I,Southeastern,Rebels,Cardinal Red & Navy Blue,Oxford,Mississippi,True,https://www.ncaa.com/schools/ole-miss
Mississippi St.,Mississippi State University,Division I,Southeastern,Bulldogs,Maroon & White,Mississippi State,Mississippi,True,https://www.ncaa.com/schools/mississippi-st
Missouri,University of Missouri,Division I,Southeastern,Tigers,Old Gold & Black,Columbia,Missouri,True,https://www.ncaa.com/schools/missouri
South Carolina,University of South Carolina,Division I,Southeastern,Gamecocks,Garnet & Black,Columbia,South Carolina,True,https://www.ncaa.com/schools/south-carolina
Tennessee,University of Tennessee,Division I,Southeastern,Volunteers,Orange & White,Knoxville,Tennessee,True,https://www.ncaa.com/schools/tennessee
Vanderbilt,Vanderbilt University,Division I,Southeastern,Commodores,Black & Gold,Nashville,Tennessee,True,https://www.ncaa.com/schools/vanderbilt
Texas A&M,Texas A&M University,Division I,Southeastern,Aggies,Maroon & White,College Station,Texas,True,https://www.ncaa.com/schools/texas-am
Samford,Samford University,Division I,Southern,Bulldogs,Red & Blue,Birmingham,Alabama,True,https://www.ncaa.com/schools/samford
Mercer,Mercer University,Division I,Southern,Bears,Orange & Black,Macon,Georgia,True,https://www.ncaa.com/schools/mercer
UNC Greensboro,UNC Greensboro,Division I,Southern,Spartans,Blue and Gold,Greensboro,North Carolina,True,https://www.ncaa.com/schools/unc-greensboro
Western Caro.,Western Carolina University,Division I,Southern,Catamounts,Purple & Gold,Cullowhee,North Carolina,True,https://www.ncaa.com/schools/western-caro
Citadel,The Citadel,Division I,Southern,Bulldogs,Citadel Blue & White,Charleston,South Carolina,True,https://www.ncaa.com/schools/citadel
Furman,Furman University,Division I,Southern,Paladins,Purple & White,Greenville,South Carolina,True,https://www.ncaa.com/schools/furman
Wofford,Wofford College,Division I,Southern,Terriers,Old Gold & Black,Spartanburg,South Carolina,True,https://www.ncaa.com/schools/wofford
East Tenn. St.,East Tennessee State University,Division I,Southern,Buccaneers,Navy Blue & Yellow Gold,Johnson City,Tennessee,True,https://www.ncaa.com/schools/east-tenn-st
Tenn-Chattanooga,University of Tennessee at Chattanooga,Division I,Southern,Mocs,Navy Blue & Old Gold,Chattanooga,Tennessee,True,https://www.ncaa.com/schools/chattanooga
VMI,Virginia Military Institute,Division I,Southern,Keydets,"Red, White, Yellow",Lexington,Virginia,True,https://www.ncaa.com/schools/vmi
Kentucky St.,Kentucky State University,Division I,Southern Intercol. Ath. Conf.,Thorobreds,Green & Gold,Frankfort,Kentucky,True,https://www.ncaa.com/schools/kentucky-st
New Orleans,University of New Orleans,Division I,Southland,Privateers,Royal Blue & Silver,New Orleans,Louisiana,True,https://www.ncaa.com/schools/new-orleans
Nicholls St.,Nicholls State University,Division I,Southland,Colonels,Red & Gray,Thibodaux,Louisiana,True,https://www.ncaa.com/schools/nicholls-st
Northwestern St.,Northwestern State University,Division I,Southland,Demons,Purple & White with Orange trim,Natchitoches,Louisiana,True,https://www.ncaa.com/schools/northwestern-st
Southeastern La.,Southeastern Louisiana University,Division I,Southland,Lions,Green & Gold,Hammond,Louisiana,True,https://www.ncaa.com/schools/southeastern-la
Houston Christian,Houston Christian University,Division I,Southland,Huskies,Royal Blue and Orange,Houston,Texas,True,https://www.ncaa.com/schools/houston-baptist
Lamar,Lamar University,Division I,Southland,Cardinals,Red & White,Beaumont,Texas,True,https://www.ncaa.com/schools/lamar
Tex. A&M-Commerce,Texas A&M-Commerce,Division I,Southland,Lions,Blue & Gold,Commerce,Texas,True,https://www.ncaa.com/schools/tex-am-commerce
Bethune-Cookman,Bethune-Cookman University,Division I,Southwestern Athletic Conf.,Wildcats,Maroon & Gold,Daytona Beach,Florida,True,https://www.ncaa.com/schools/bethune-cookman
Florida A&M,Florida A&M University,Division I,Southwestern Athletic Conf.,Rattlers,Orange & Green,Tallahassee,Florida,True,https://www.ncaa.com/schools/florida-am
Grambling,Grambling State University,Division I,Southwestern Athletic Conf.,Tigers,Black & Gold,Grambling,Louisiana,True,https://www.ncaa.com/schools/grambling
Southern U.,Southern University,Division I,Southwestern Athletic Conf.,Jaguars,Columbia Blue & Gold,Baton Rouge,Louisiana,True,https://www.ncaa.com/schools/southern-u
Jackson St.,Jackson State University,Division I,Southwestern Athletic Conf.,Tigers,Blue & White,Jackson,Mississippi,True,https://www.ncaa.com/schools/jackson-st
Mississippi Val.,Mississippi Valley State University,Division I,Southwestern Athletic Conf.,Delta Devils,Forest Green & White,Itta Bena,Mississippi,True,https://www.ncaa.com/schools/mississippi-val
Prairie View,Prairie View A&M University,Division I,Southwestern Athletic Conf.,Panthers,Purple & Gold,Prairie View,Texas,True,https://www.ncaa.com/schools/prairie-view
Texas Southern,Texas Southern University,Division I,Southwestern Athletic Conf.,Tigers,Maroon & Gray,Houston,Texas,True,https://www.ncaa.com/schools/texas-southern
North Dakota,University of North Dakota,Division I,Summit,Fighting Hawks,Kelly Green & White,Grand Forks,North Dakota,True,https://www.ncaa.com/schools/north-dakota
South Ala.,University of South Alabama,Division I,Sun Belt,Jaguars,"Red, Blue and White",Mobile,Alabama,True,https://www.ncaa.com/schools/south-ala
Troy,Troy University,Division I,Sun Belt,Trojans,"Cardinal, Silver & Black",Troy,Alabama,True,https://www.ncaa.com/schools/troy
Georgia Southern,Georgia Southern University,Division I,Sun Belt,Eagles,Blue & White,Statesboro,Georgia,True,https://www.ncaa.com/schools/ga-southern
Georgia St.,Georgia State University,Division I,Sun Belt,Panthers,Blue & White,Atlanta,Georgia,True,https://www.ncaa.com/schools/georgia-st
La.-Lafayette,University of Louisiana at Lafayette,Division I,Sun Belt,Ragin' Cajuns,Vermilion & White,Lafayette,Louisiana,True,https://www.ncaa.com/schools/la-lafayette
La.-Monroe,University of Louisiana at Monroe,Division I,Sun Belt,Warhawks,Maroon & Gold,Monroe,Louisiana,True,https://www.ncaa.com/schools/la-monroe
Southern Miss.,The University of Southern Mississippi,Division I,Sun Belt,Golden Eagles,Black & Gold,Hattiesburg,Mississippi,True,https://www.ncaa.com/schools/southern-miss
Coastal Caro.,Coastal Carolina University,Division I,Sun Belt,Chanticleers,"Teal, Bronze & Black",Conway,South Carolina,True,https://www.ncaa.com/schools/coastal-caro
Texas St.,Texas State University,Division I,Sun Belt,Bobcats,Maroon & Gold,San Marcos,Texas,True,https://www.ncaa.com/schools/texas-st
James Madison,James Madison University,Division I,Sun Belt,Dukes,Purple & Gold,Harrisonburg,Virginia,True,https://www.ncaa.com/schools/james-madison
Old Dominion,Old Dominion University,Division I,Sun Belt,Monarchs,"Slate Blue, Sky Blue, & Silver",Norfolk,Virginia,True,https://www.ncaa.com/schools/old-dominion
Marshall,Marshall University,Division I,Sun Belt,Thundering Herd,Kelly Green & White,Huntington,West Virginia,True,https://www.ncaa.com/schools/marshall
Yale,Yale University,Division I,The Ivy League,"Elis, Bulldogs",Yale Blue & White,New Haven,Connecticut,True,https://www.ncaa.com/schools/yale
Harvard,Harvard University,Division I,The Ivy League,Crimson,"Crimson, Black & White",Boston,Massachusetts,True,https://www.ncaa.com/schools/harvard
Dartmouth,Dartmouth College,Division I,The Ivy League,Big Green,Dartmouth Green and White,Hanover,New Hampshire,True,https://www.ncaa.com/schools/dartmouth
Princeton,Princeton University,Division I,The Ivy League,Tigers,Orange & Black,Princeton,New Jersey,True,https://www.ncaa.com/schools/princeton
Columbia,Columbia University-Barnard College,Division I,The Ivy League,Lions,Columbia Blue & White,New York,New York,True,https://www.ncaa.com/schools/columbia
Cornell,Cornell University,Division I,The Ivy League,Big Red,Carnelian Red & White,Ithaca,New York,True,https://www.ncaa.com/schools/cornell
Penn,University of Pennsylvania,Division I,The Ivy League,Quakers,Red & Blue,Philadelphia,Pennsylvania,True,https://www.ncaa.com/schools/penn
Brown,Brown University,Division I,The Ivy League,Bears,"Brown, Red & White",Providence,Rhode Island,True,https://www.ncaa.com/schools/brown
Denver,University of Denver,Division I,The Summit League,Pioneers,Crimson & Gold,Denver,Colorado,True,https://www.ncaa.com/schools/denver
St. Thomas (MN),University of St. Thomas (Minn.),Division I,The Summit League,Tommies,Purple & Grey,St. Paul,Minnesota,True,https://www.ncaa.com/schools/st-thomas-mn
Kansas City,University of Missouri-Kansas City,Division I,The Summit League,Roos,Blue & Gold,Kansas City,Missouri,True,https://www.ncaa.com/schools/umkc
Omaha,University of Nebraska-Omaha,Division I,The Summit League,Mavericks,Black & Crimson,Omaha,Nebraska,True,https://www.ncaa.com/schools/neb-omaha
North Dakota St.,North Dakota State University,Division I,The Summit League,Bison,Yellow and Green,Fargo,North Dakota,True,https://www.ncaa.com/schools/north-dakota-st
Oral Roberts,Oral Roberts University,Division I,The Summit League,Golden Eagles,Navy Blue & Vegas Gold,Tulsa,Oklahoma,True,https://www.ncaa.com/schools/oral-roberts
South Dakota,University of South Dakota,Division I,The Summit League,Coyotes,Red & White,Vermillion,South Dakota,True,https://www.ncaa.com/schools/south-dakota
South Dakota St.,South Dakota State University,Division I,The Summit League,Jackrabbits,Yellow & Blue,Brookings,South Dakota,True,https://www.ncaa.com/schools/south-dakota-st
Jacksonville St.,Jacksonville State University,Division I,USA,Gamecocks,Red & White,Jacksonville,Alabama,True,https://www.ncaa.com/schools/jacksonville-st
FIU,Florida International University,Division I,USA,Panthers,Blue & Gold,Miami,Florida,True,https://www.ncaa.com/schools/fiu
Western Ky.,Western Kentucky University,Division I,USA,Hilltoppers,Red & White,Bowling Green,Kentucky,True,https://www.ncaa.com/schools/western-ky
Louisiana Tech,Louisiana Tech University,Division I,USA,Bulldogs,Red & Blue,Ruston,Louisiana,True,https://www.ncaa.com/schools/louisiana-tech
New Mexico St.,New Mexico State University,Division I,USA,Aggies,Crimson & White,Las Cruces,New Mexico,True,https://www.ncaa.com/schools/new-mexico-st
Middle Tenn.,Middle Tennessee State University,Division I,USA,Blue Raiders,Royal Blue & White,Murfreesboro,Tennessee,True,https://www.ncaa.com/schools/middle-tenn
Sam Houston St.,Sam Houston State University,Division I,USA,Bearkats,Orange & White,Huntsville,Texas,True,https://www.ncaa.com/schools/sam-houston-st
Texas at El Paso,University of Texas at El Paso,Division I,USA,Miners,"Dark Blue, Orange & Silver",El Paso,Texas,True,https://www.ncaa.com/schools/utep
Liberty,Liberty University,Division I,USA,Flames,"Red, White & Blue",Lynchburg,Virginia,True,https://www.ncaa.com/schools/liberty
Loyola Marymount,Loyola Marymount University,Division I,West Coast,Lions,Crimson & Navy,Los Angeles,California,True,https://www.ncaa.com/schools/loyola-marymount
Pacific,University of the Pacific,Division I,West Coast,Tigers,Orange & Black,Stockton,California,True,https://www.ncaa.com/schools/pacific
Pepperdine,Pepperdine University,Division I,West Coast,Waves,Blue & Orange,Malibu,California,True,https://www.ncaa.com/schools/pepperdine
Saint-Mary's (CA),St. Mary's College (CA),Division I,West Coast,Gaels,Navy Blue & Red,Moraga,California,True,https://www.ncaa.com/schools/st-marys-ca
San Diego,University of San Diego,Division I,West Coast,Toreros,"Torero Blue, Navy & White",San Diego,California,True,https://www.ncaa.com/schools/san-diego
San Francisco,University of San Francisco,Division I,West Coast,Dons,Green & Gold,San Francisco,California,True,https://www.ncaa.com/schools/san-francisco
Santa Clara,Santa Clara University,Division I,West Coast,Broncos,Red (PANTONE 202 C) & White,Santa Clara,California,True,https://www.ncaa.com/schools/santa-clara
Portland,University of Portland,Division I,West Coast,Pilots,Purple & White,Portland,Oregon,True,https://www.ncaa.com/schools/portland
Gonzaga,Gonzaga University,Division I,West Coast,Bulldogs,"Navy Blue, White & Red",Spokane,Washington,True,https://www.ncaa.com/schools/gonzaga
Grand Canyon,Grand Canyon University,Division I,Western Athletic,Lopes,"Purple, Black & White",Phoenix,Arizona,True,https://www.ncaa.com/schools/grand-canyon
Cal Baptist,California Baptist University,Division I,Western Athletic,Lancers,Blue & Gold,Riverside,California,True,https://www.ncaa.com/schools/california-baptist
Chicago St.,Chicago State University,Division I,Western Athletic,Cougars,Green & White,Chicago,Illinois,True,https://www.ncaa.com/schools/chicago-st
Stephen F. Austin,Stephen F. Austin State University,Division I,Western Athletic,Lumberjacks,Purple & White,Nacogdoches,Texas,True,https://www.ncaa.com/schools/stephen-f-austin
Tarleton St.,Tarleton State University,Division I,Western Athletic,Texans,Purple & White,Stephenville,Texas,True,https://www.ncaa.com/schools/tarleton-st
Texas Rio Grande Valley,University of Texas Rio Grande Valley,Division I,Western Athletic,Vaqueros,Orange and Gray,Edinburg,Texas,True,https://www.ncaa.com/schools/utrgv
Texas at Arlington,University of Texas at Arlington,Division I,Western Athletic,Mavericks,"Royal Blue, White and Orange",Arlington,Texas,True,https://www.ncaa.com/schools/texas-arlington
Utah Tech,Utah Tech University,Division I,Western Athletic,Trailblazers,"Red, Navy Blue & White",St. George,Utah,True,https://www.ncaa.com/schools/utah-tech
Utah Valley,Utah Valley University,Division I,Western Athletic,Wolverines,Green & White,Orem,Utah,True,https://www.ncaa.com/schools/utah-valley
Seattle,Seattle University,Division I,Western Athletic,Redhawks,SU Red & White,Seattle,Washington,True,https://www.ncaa.com/schools/seattle
Cal Poly Pomona,Cal Poly-Pomona,Division II,California Collegiate Athletic Association,Broncos,Green & Gold,Pomona,California,True,https://www.ncaa.com/schools/cal-poly-pomona
Cal St. Dom. Hills,Cal State-Dominguez Hills,Division II,California Collegiate Athletic Association,Toros,Cardinal & Gold,Carson,California,True,https://www.ncaa.com/schools/cal-st-dom-hills
Cal St. East Bay,Cal State-East Bay,Division II,California Collegiate Athletic Association,Pioneers,Red & Black,Hayward,California,True,https://www.ncaa.com/schools/cal-st-east-bay
Cal St. Monterey Bay,Cal State-Monterey Bay,Division II,California Collegiate Athletic Association,Otters,Blue (PMS 540) & Gold (PMS 871),Seaside,California,True,https://www.ncaa.com/schools/cal-st-monterey-bay
Cal St. San B'dino,Cal State-San Bernardino,Division II,California Collegiate Athletic Association,Coyotes,Blue & Black,San Bernardino,California,True,https://www.ncaa.com/schools/cal-st-san-bdino
Cal St. Stanislaus,Cal State-Stanislaus,Division II,California Collegiate Athletic Association,Warriors,Red & Gold,Turlock,California,True,https://www.ncaa.com/schools/cal-st-stanislaus
Cal State LA,Cal State-Los Angeles,Division II,California Collegiate Athletic Association,Golden Eagles,Black & Gold,Los Angeles,California,True,https://www.ncaa.com/schools/cal-st-la
Cal State-San Marcos,Cal State-San Marcos,Division II,California Collegiate Athletic Association,Cougars,"Medium Blue, Light Blue and White",San Marcos,California,True,https://www.ncaa.com/schools/cal-st-san-marcos
Chico State,"California State University, Chico",Division II,California Collegiate Athletic Association,Wildcats,Cardinal & White,Chico,California,True,https://www.ncaa.com/schools/chico-st
San Fran. St.,San Francisco State University,Division II,California Collegiate Athletic Association,Gators,Purple & Gold,San Francisco,California,True,https://www.ncaa.com/schools/san-fran-st
Sonoma St.,Sonoma State University,Division II,California Collegiate Athletic Association,Seawolves,"Navy, Columbia Blue & White",Rohnert Park,California,True,https://www.ncaa.com/schools/sonoma-st
Emmanuel (Ga.),Emmanuel College (Ga.),Division II,Carolinas,Lions,"Gold, Navy Blue & Burgundy",Franklin Springs,Georgia,True,https://www.ncaa.com/schools/emmanuel-ga
Young Harris,Young Harris College,Division II,Carolinas,Mountain Lions,"Purple, white",Young Harris,Georgia,True,https://www.ncaa.com/schools/young-harris
Barton,Barton College,Division II,Carolinas,Bulldogs,Royal Blue & White,Wilson,North Carolina,True,https://www.ncaa.com/schools/barton
Belmont Abbey,Belmont Abbey College,Division II,Carolinas,Crusaders,Red & White,Belmont,North Carolina,True,https://www.ncaa.com/schools/belmont-abbey
Chowan,Chowan University,Division II,Carolinas,Hawks,Blue & White,Murfreesboro,North Carolina,True,https://www.ncaa.com/schools/chowan
Lees-McRae,Lees-McRae College,Division II,Carolinas,Bobcats,Forest Green & Gold,Banner Elk,North Carolina,True,https://www.ncaa.com/schools/lees-mcrae
Mount Olive,Mount Olive College,Division II,Carolinas,Trojans,Green & White,Mount Olive,North Carolina,True,https://www.ncaa.com/schools/mount-olive
UNC Pembroke,UNC Pembroke,Division II,Carolinas,Braves,Black & Gold,Pembroke,North Carolina,True,https://www.ncaa.com/schools/unc-pembroke
Converse,Converse College,Division II,Carolinas,Valkyries,Purple & Gold,Spartanburg,South Carolina,True,https://www.ncaa.com/schools/converse
Erskine,Erskine College,Division II,Carolinas,The Flying Fleet,Garnet & Gold,Due West,South Carolina,True,https://www.ncaa.com/schools/erskine
Francis Marion,Francis Marion University,Division II,Carolinas,Patriots,"Red, White & Blue",Florence,South Carolina,True,https://www.ncaa.com/schools/francis-marion
North Greenville,North Greenville University,Division II,Carolinas,Crusaders,"Red, Black",Tigerville,South Carolina,True,https://www.ncaa.com/schools/north-greenville
Southern Wesleyan,Southern Wesleyan University,Division II,Carolinas,Warriors,Warrior Blue and White,Central,South Carolina,True,https://www.ncaa.com/schools/southern-wesleyan
King (TN),King University,Division II,Carolinas,Tornado,Scarlet & Navy,Bristol,Tennessee,True,https://www.ncaa.com/schools/king-tn
Bridgeport,University of Bridgeport,Division II,Central Atlantic Collegiate,Purple Knights,Purple & White,Bridgeport,Connecticut,True,https://www.ncaa.com/schools/bridgeport
Post,Post University,Division II,Central Atlantic Collegiate,Eagles,Orange & Purple,Waterbury,Connecticut,True,https://www.ncaa.com/schools/post
Goldey-Beacom,Goldey-Beacom College,Division II,Central Atlantic Collegiate,Lightning,"Navy, Gold & White",Wilmington,Delaware,True,https://www.ncaa.com/schools/goldey-beacom
Wilmington (DE),Wilmington University,Division II,Central Atlantic Collegiate,Wildcats,Forest Green & White,New Castle,Delaware,True,https://www.ncaa.com/schools/wilmington-de
Bloomfield,Bloomfield College,Division II,Central Atlantic Collegiate,Bears,Maroon & Gold,Bloomfield,New Jersey,True,https://www.ncaa.com/schools/bloomfield
Caldwell,Caldwell University,Division II,Central Atlantic Collegiate,Cougars,Scarlet & Gold,Caldwell,New Jersey,True,https://www.ncaa.com/schools/caldwell
Felician,Felician College,Division II,Central Atlantic Collegiate,Golden Falcons,Hunter Green & Gold,Lodi,New Jersey,True,https://www.ncaa.com/schools/felician
Georgian Court,Georgian Court University,Division II,Central Atlantic Collegiate,Lions,Royal Blue & Gold,Lakewood,New Jersey,True,https://www.ncaa.com/schools/georgian-court
Dominican (NY),Dominican College (N.Y.),Division II,Central Atlantic Collegiate,Chargers,Black & Red,Orangeburg,New York,True,https://www.ncaa.com/schools/dominican-ny
Chestnut Hill,Chestnut Hill College,Division II,Central Atlantic Collegiate,Griffins,"Scarlet, Gold, and White",Philadelphia,Pennsylvania,True,https://www.ncaa.com/schools/chestnut-hill
Holy Family,Holy Family University,Division II,Central Atlantic Collegiate,Tigers,Light Blue & Black,Philadelphia,Pennsylvania,True,https://www.ncaa.com/schools/holy-family
Jefferson University,Thomas Jefferson University,Division II,Central Atlantic Collegiate,Rams,Dark Blue and Light Blue,Philadelphia,Pennsylvania,True,https://www.ncaa.com/schools/philadelphia-u
Bowie St.,Bowie State University,Division II,Central Intercollegiate Athletic Association,Bulldogs,Black & Gold,Bowie,Maryland,True,https://www.ncaa.com/schools/bowie-st
